# ------------------------------------------------------------------
# Generated by forcedphotometry_trim_cforcepsfaper_threads.pl, v5.9 on 2024-06-14 at 00:53:51
#
# Requested input R.A. = 15.9512944497897 degrees
# Requested input Dec. = 10.5923517468096 degrees
# Requested JD start = 2458194.5 days
# Requested JD end = 2460474.26444144 days
# Authenticated program IDs = 1
#
# Column definitions:
# sindex = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (1..4)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Reference image Operations DB identifier
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, which is abnormal, see documentation.
# ------------------------------------------------------------------
# Order of columns below:
 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
 9 501 6 3 ZTF_r 549465272215 0 2.1221 143.144 10.6478 26.2363 1.20464e-05 0.0268963 0.112363 1.65925e-05 405 30. 0.068559 0.053448 19.7833 26.2363 1 2458303.9652778 501120222 2.48426224238 45.923576 0.060175 0.984189 39.96248635516 87.176933 0.461494 1.035459 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 10 501 6 3 ZTF_g 553457402215 0 2.0563 77.073 6.93393 26.0588 1.9788e-05 0.0342511 -0.0657238 2.79029e-05 397 30. 0.064904 0.056022 20.2109 26.0588 1 2458307.9574074 501120122 45.99454958273 31.014437 1.649671 0.824995 68.865486983 56.360481 1.230105 1.056063 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
 11 501 6 3 ZTF_r 558444502215 0 1.592 129.852 5.68245 26.1124 1.28083e-05 0.0277552 0.122727 1.7318e-05 412 30. 0.069762 0.057084 20.5857 26.1124 1 2458312.9445023 501120222 32.63404395818 22.403635 1.620344 0.945903 43.92200576413 43.636829 1.013314 1.039628 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 12 501 6 3 ZTF_g 558477562215 0 2.1342 84.8272 5.28614 26.1238 1.42705e-05 0.0292661 -0.029987 1.95388e-05 411 30. 0.063471 0.053741 20.5478 26.1238 1 2458312.9775694 501120122 -15.38243478769 24.260393 -0.705313 0.942346 49.47171813203 42.139454 1.181907 1.074605 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
 13 501 6 3 ZTF_g 561445772215 0 2.0854 74.0227 5.00634 25.9743 1.48018e-05 0.0299186 -0.0200316 2.04512e-05 409 30. 0.066014 0.054209 20.4977 25.9743 1 2458315.9457755 501120122 -5.48446134716 18.936642 -0.322170 1.091213 11.59248494691 32.999706 0.353657 1.079232 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
 14 501 6 3 ZTF_r 561466482215 0 1.7847 128.076 5.91148 26.0995 1.02582e-05 0.0244651 0.116489 1.37447e-05 409 30. 0.063677 0.057467 20.4608 26.0995 1 2458315.9664815 501120222 25.92840018774 21.319828 1.352841 0.982332 25.80688514376 42.836109 0.606514 1.032047 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 15 501 6 3 ZTF_g 564444432215 0 2.3035 92.4066 4.51946 26.2211 1.78545e-05 0.0329664 -0.0402709 2.47894e-05 405 30. 0.067226 0.056262 20.6998 26.2211 1 2458318.9444329 501120122 -12.50699653745 22.785622 -0.610586 1.026141 -55.16516444355 37.660809 -1.474655 1.084830 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
 16 501 6 3 ZTF_g 567445042215 0 1.979 93.3407 4.63048 26.2282 1.30871e-05 0.0282663 -0.0333722 1.79797e-05 410 30. 0.063083 0.053469 20.8742 26.2282 1 2458321.9450463 501120122 6.20535437986 21.244122 0.324925 0.935746 1.38275208515 36.979969 0.037644 1.081460 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
 17 501 6 3 ZTF_r 567482142215 0 1.8417 150.831 5.84222 26.3012 8.445e-06 0.0226744 0.11562 1.1474e-05 413 30. 0.059349 0.046567 20.6399 26.3012 1 2458321.9821412 501120222 -1.74478929772 23.578842 -0.082314 0.923183 -49.26993217208 46.256126 -1.072329 1.034958 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 18 501 6 3 ZTF_g 570440172215 0 2.1206 79.0808 8.50776 26.0598 2.15061e-05 0.0344405 -0.0353153 3.34384e-05 357 30. 0.061256 0.050243 19.951 26.0598 1 2458324.9401736 501120122 -7.50719508845 37.878571 -0.220465 1.049468 -32.16873670745 65.054649 -0.497818 1.078025 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
 19 501 6 3 ZTF_r 570483632215 0 1.7558 143.765 5.79889 26.2357 1.07846e-05 0.0253745 0.118282 1.44901e-05 416 30. 0.06053 0.047035 20.6201 26.2357 1 2458324.9836343 501120222 11.11152630542 23.286051 0.530802 0.952353 -4.74472103087 45.650909 -0.104635 1.036201 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 20 501 6 3 ZTF_r 573422472215 0 2.7528 79.6791 22.5597 25.6965 5.20358e-05 0.0469579 0.112356 8.02767e-05 273 30. 0.067593 0.061367 18.2596 25.6965 1 2458327.9224769 501120222 -44.23496233984 102.010345 -0.482366 1.041775 -146.66824791177 182.748016 -0.807976 1.044356 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 21 501 6 3 ZTF_r 576433882215 0 2.2727 140.323 16.8602 26.224 2.34618e-05 0.0367927 0.116298 3.12935e-05 403 30. 0.068363 0.05384 19.2165 26.224 1 2458330.9338889 501120222 -30.61238628398 78.585281 -0.433322 0.957688 -18.6082424167 142.248672 -0.131696 1.043374 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 22 501 6 3 ZTF_g 576464182215 0 2.1867 87.6096 16.2066 26.1804 3.43513e-05 0.0373605 -0.0313014 6.49626e-05 260 30. 0.06466 0.052978 19.2842 26.1804 1 2458330.9641898 501120122 -47.45882518062 81.095169 -0.650994 1.013032 -90.63388357948 134.271271 -0.679552 1.101187 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
 23 501 6 3 ZTF_g 577478372215 0 1.6015 91.2076 14.9447 26.2458 2.43716e-05 0.0345564 -0.0535638 4.11986e-05 313 30. 0.061417 0.055764 19.6492 26.2458 1 2458331.9783796 501120122 -49.59512040819 60.930099 -0.905445 1.026228 55.75681762533 117.099831 0.479355 1.063345 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
 24 501 6 3 ZTF_r 580441742215 0 1.911 147.54 9.82878 26.272 1.47773e-05 0.0294624 0.111349 1.98687e-05 409 30. 0.060278 0.055961 20.011 26.272 1 2458334.9417477 501120222 9.4648595832 39.737293 0.264954 0.992653 113.57187091504 78.332558 1.459633 1.033621 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 25 501 6 3 ZTF_g 580466402215 0 1.8751 93.2503 9.17203 26.2286 1.99333e-05 0.0333168 -0.027801 2.97367e-05 367 30. 0.059816 0.05066 20.0652 26.2286 1 2458334.9664005 501120122 52.44227166841 43.060825 1.354734 0.935580 43.37737587775 76.636887 0.569824 1.076835 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
 26 1495 14 3 ZTF_g 580477325415 0 1.755 122.364 8.80005 26.24 1.51656e-05 0.0297832 -0.0304259 2.33849e-05 394 30. 0.062302 0.055332 20.3216 26.24 2 2458334.9773264 1495120154 -7.00318935589 34.363274 -0.226702 1.008404 -3.55926713109 62.968685 -0.056905 1.079796 2.84260438066072 22.6010000228882 0.186000004410744 0.310999989509583 -0.180999994277954 2458334.977326 2458436.693484 0
 27 501 6 3 ZTF_r 581447322215 0 1.9212 151.137 7.3312 26.2971 1.19101e-05 0.0266501 0.110701 1.60086e-05 415 30. 0.05612 0.050915 20.3698 26.2971 1 2458335.9473264 501120222 13.8629444524 27.418629 0.562425 1.055659 60.03990280025 53.979076 1.119772 1.039004 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 28 1495 14 3 ZTF_r 581475775415 0 1.8564 373.023 7.00336 26.2048 1.12326e-05 0.0259637 0.107968 1.59085e-05 421 30. 0.053714 0.047198 20.3571 26.2048 2 2458335.9757755 1495120254 -7.42895503244 28.518280 -0.289774 0.927319 78.422420486 55.682423 1.417873 1.039970 0.475082636451156 22.6839999198914 0.349000006914139 1.1139999628067 -0.439000010490417 2458335.975775 2458439.824711 0
 29 501 6 3 ZTF_r 581476222215 0 1.9816 150.143 7.45634 26.2861 9.7306e-06 0.024109 0.115179 1.3122e-05 414 30. 0.060267 0.050031 20.3907 26.2861 1 2458335.9762269 501120222 -1.41368246526 26.829428 -0.058613 1.026144 -50.46149194843 51.505581 -0.986327 1.041213 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 30 1495 14 3 ZTF_r 581477605415 0 1.7326 371.38 7.04111 26.1901 1.02428e-05 0.024748 0.107864 1.44372e-05 421 30. 0.05666 0.046254 20.4212 26.1901 2 2458335.9776042 1495120254 -26.64581870139 25.899946 -1.144419 0.985913 -52.59349180672 52.117687 -1.015926 1.039231 0.475082636451156 22.6839999198914 0.349000006914139 1.1139999628067 -0.439000010490417 2458335.975775 2458439.824711 0
 31 501 6 3 ZTF_r 582433622215 0 2.2446 153.357 6.22348 26.3105 9.3951e-06 0.0237075 0.114413 1.26074e-05 414 30. 0.063863 0.051799 20.4611 26.3105 1 2458336.9336227 501120222 -46.28632737666 25.650541 -2.007294 1.021706 -50.65252334101 45.867039 -1.111772 1.047650 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 32 501 6 3 ZTF_r 582434072215 0 2.3612 152.425 6.19203 26.3022 9.7533e-06 0.0241361 0.115407 1.30613e-05 414 30. 0.059926 0.050555 20.395 26.3022 1 2458336.9340741 501120222 -11.88833257521 29.573021 -0.447178 0.859850 -23.87019089098 51.768917 -0.464197 1.048446 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 33 1495 14 3 ZTF_r 582434535415 0 2.0809 377.428 5.79761 26.2191 1.03537e-05 0.0248914 0.105277 1.46525e-05 421 30. 0.056939 0.049671 20.4456 26.2191 2 2458336.934537 1495120254 -9.63675073793 26.265745 -0.408127 0.928093 -17.13792210857 48.181446 -0.358091 1.048880 0.475082636451156 22.6839999198914 0.349000006914139 1.1139999628067 -0.439000010490417 2458335.975775 2458439.824711 0
 34 1495 14 3 ZTF_r 582453625415 0 1.9381 377.866 5.80244 26.221 1.0522e-05 0.0251578 0.105182 1.49703e-05 420 30. 0.055698 0.04411 20.5109 26.221 2 2458336.9536227 1495120254 -51.63847472334 25.482132 -2.254200 0.920386 -80.27363048018 49.467766 -1.633675 1.042368 0.475082636451156 22.6839999198914 0.349000006914139 1.1139999628067 -0.439000010490417 2458335.975775 2458439.824711 0
 35 501 6 3 ZTF_g 583402892215 0 2.3824 89.8299 4.77251 26.1934 1.5111e-05 0.0300193 -0.0117897 2.05499e-05 411 30. 0.068712 0.055148 20.6515 26.1934 1 2458337.9028935 501120122 3.47794951952 24.423456 0.158406 0.929748 2.42406677083 40.305515 0.060547 1.090608 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
 36 501 6 3 ZTF_r 583499202215 0 1.541 149.955 7.26655 26.2933 9.6004e-06 0.0238092 0.115834 1.28311e-05 414 30. 0.05998 0.055024 20.5203 26.2933 1 2458337.9992014 501120222 -14.53188690777 24.924965 -0.648548 0.980198 -39.91827412706 51.802383 -0.775778 1.029929 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 37 501 6 3 ZTF_g 584458262215 0 2.2563 91.7885 4.49489 26.2338 1.31255e-05 0.0282191 -0.0459747 1.77337e-05 419 30. 0.060702 0.054953 20.7363 26.2338 1 2458338.9582639 501120122 10.35005286795 21.974972 0.523925 0.917764 -8.94385363121 37.452789 -0.240412 1.075559 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
 38 1495 14 3 ZTF_g 584458725415 0 2.7432 120.127 4.24893 26.2261 1.61831e-05 0.0311032 -0.0228395 2.29892e-05 416 30. 0.068656 0.059104 20.7232 26.2261 2 2458338.9587269 1495120154 -25.4505329069 23.931515 -1.182991 0.958110 -56.92807513859 37.247009 -1.538687 1.142746 2.84260438066072 22.6010000228882 0.186000004410744 0.310999989509583 -0.180999994277954 2458334.977326 2458436.693484 0
 39 501 6 3 ZTF_r 584500232215 0 1.8888 148.859 6.82303 26.2795 8.9989e-06 0.023185 0.110802 1.20214e-05 418 30. 0.056786 0.052623 20.4372 26.2795 1 2458339.0002315 501120222 19.27189052162 26.809036 0.799646 1.007824 -37.60733841206 53.636501 -0.705874 1.032604 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 40 501 6 3 ZTF_r 586439952215 0 1.929 114.146 5.24531 25.9836 1.19138e-05 0.0265518 0.120632 1.59582e-05 417 30. 0.062033 0.05373 20.4025 25.9836 1 2458340.9399537 501120222 22.25636394419 21.955780 1.127613 0.910521 16.0326293191 41.998768 0.384311 1.038798 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 41 501 6 3 ZTF_g 586461722215 0 2.5897 71.2071 4.05376 25.9541 1.75146e-05 0.0322354 -0.0389931 2.45294e-05 406 30. 0.077227 0.066033 20.4362 25.9541 1 2458340.9617245 501120122 -18.34978822558 21.931330 -0.930724 0.955626 -40.84214778482 34.311390 -1.198355 1.098125 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
 42 501 6 3 ZTF_g 589419752215 0 1.8928 89.5531 4.20318 26.1889 1.20671e-05 0.0269358 -0.0480439 1.62788e-05 414 30. 0.059664 0.050489 20.8957 26.1889 1 2458343.9197569 501120122 -19.91240664662 18.160582 -1.219688 0.986941 20.50568999807 32.736996 0.630595 1.077539 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
 43 501 6 3 ZTF_r 589463922215 0 1.8487 147.063 5.16604 26.2898 1.14714e-05 0.0257596 0.108023 1.53531e-05 408 30. 0.059616 0.056766 20.8795 26.2898 1 2458343.9639236 501120222 5.48997203326 16.971645 0.359833 1.063925 26.21655201382 34.334770 0.768700 1.029823 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 44 501 6 3 ZTF_r 591384222215 0 1.8094 140.31 5.34116 26.2119 9.704e-06 0.024082 0.11584 1.3205e-05 410 30. 0.060853 0.048539 20.6567 26.2119 3 2458345.8842245 501120222 -6.67729834737 21.209696 -0.350204 0.910192 39.06575489315 42.351341 0.928633 1.031818 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 45 501 6 3 ZTF_g 591421302215 0 2.2613 87.3139 4.08063 26.1591 1.66079e-05 0.0316616 -0.0420946 2.28406e-05 409 30. 0.065443 0.052296 20.8351 26.1591 3 2458345.9213079 501120122 9.3264092135 18.198151 0.570088 1.002224 22.37795220439 30.593351 0.736391 1.087442 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
 46 501 6 3 ZTF_r 592435022215 0 1.828 139.34 5.25185 26.2148 1.05312e-05 0.0249016 0.11683 1.42202e-05 413 30. 0.058774 0.053532 20.6931 26.2148 3 2458346.9350231 501120222 -4.91354887338 21.100929 -0.259029 0.913818 23.08197953978 43.043083 0.539865 1.031687 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 47 501 6 3 ZTF_r 592435932215 0 1.7171 139.462 5.27105 26.2161 1.59146e-05 0.0307698 0.117045 2.14776e-05 415 30. 0.062176 0.051752 20.7354 26.2161 1 2458346.9359375 501120222 -5.88532375677 20.807772 -0.314630 0.894205 -53.90108707734 42.481842 -1.277348 1.031615 2.41297473435305 23.0410000324249 0.337999999523163 1.07299995422363 -0.458999991416931 2458281.965174 2458431.693681 0
 48 501 6 3 ZTF_g 592479402215 0 2.0292 86.1143 4.0851 26.1466 1.21083e-05 0.0268827 -0.051911 1.64449e-05 412 30. 0.061328 0.053851 20.8953 26.1466 1 2458346.9794097 501120122 -18.34551542117 18.795601 -1.085747 0.926512 3.64724161786 32.760761 0.112079 1.081423 3.83838047326163 22.9109999656677 0.263000011444092 0.717000007629395 -0.0869999974966049 2458307.957407 2458351.929039 0
